VIN,Year,Model,Condition,Price,Exterior_Color,Interior_Color,Drivetrain,Fuel_Type,Transmission,Engine,State,Mileage
4202881,2023,Ridgeline RTL-E,New,"$48,820",Radiant Red Metallic II,Black,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,NE,5
5212522,2022,Accord Hybrid Base,New,"$32,164",Lunar Silver Metallic,Black,Front-wheel Drive,Hybrid,electronic continuously variable,4 Cylinder Engine,OK,0
6822089,2023,HR-V LX,New,"$24,894",Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,continuously variable (m cvt),4 Cylinder Engine,OK,12
6209676,2022,Accord Hybrid Base,New,"$32,559",Sonic Gray Pearl,Black,Front-wheel Drive,Hybrid,electronic continuously variable,4 Cylinder Engine,OK,5
2203593,2022,Civic Sport,New,"$25,044",Meteorite Gray Metallic,Black,Front-wheel Drive,Gasoline,continuously variable (m cvt),4 Cylinder Engine,OK,5
6744501,2023,Ridgeline RTL-E,New,"$44,695",Platinum White Pearl,Beige,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,TX,0
9859135,2023,Ridgeline RTL-E,New,"$45,537",Platinum White Pearl,Beige,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,TX,5
6069041,2023,Ridgeline RTL-E,New,"$42,869",Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,TX,5
5446913,2022,Pilot Touring 7-Passenger,New,"$48,860",Platinum White Pearl,Beige,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,NE,10
3916833,2023,Ridgeline RTL,New,"$43,470",Radiant Red Metallic II,Black,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,MO,5
4756020,2023,CR-V Hybrid Sport,New,"$34,090",Platinum White,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,AR,
2493702,2022,Accord Hybrid Sport,New,"$32,560",Sonic Gray Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,MN,0
5953512,2023,Ridgeline RTL,New,"$43,470",Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,IA,1
1511808,2022,Pilot EX-L,New,"$43,605",Lunar Silver Metallic,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,IA,6
8054475,2022,Pilot Special Edition,New,"$40,666",Deep Scarlet Pearl,Beige,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,LA,4
9397996,2022,Pilot TrailSport,New,"$42,435",Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,LA,4
3567872,2022,Accord Hybrid Sport,New,"$34,555",Platinum White Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,LA,12
9395836,2023,CR-V Hybrid Sport Touring,New,"$40,988",Still Night Pearl,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,LA,5
588991,2022,Accord Sport 1.5T,New,"$30,075",Lunar Silver Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,IL,
9979158,2023,HR-V EX-L,New,"$31,040",Platinum White Pearl,Gray,All-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,IL,0
5952582,2022,Pilot TrailSport,New,"$46,500",Platinum White Pearl,Nh-883p/Black,All-wheel Drive,Gasoline,9-SPEED A/T,V6 Cylinder Engine,IL,7
3925072,2023,Ridgeline Black Edition,New,"$47,920",Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,IL,1
3317384,2022,Pilot TrailSport,New,"$46,105",Black,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,KY,
393313,2022,Accord Hybrid Sport,New,"$32,158",Sonic Gray Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,OH,6
6911332,2023,CR-V EX-L,New,"$37,055",Meteorite,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,OH,0
9484481,2022,Accord Hybrid Sport,New,"$31,560",Platinum White Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,GA,12
3301659,2023,CR-V Hybrid Sport Touring,New,"$40,240",Platinum,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,OH,
9282657,2023,Odyssey EX-L,New,"$41,486",Blue,Gray,Front-wheel Drive,Gasoline,,3.5L V6 24V GDI SOHC,MI,5
2126336,2023,CR-V Hybrid Sport,New,"$34,090",Radiant Red Metallic,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,GA,4
5700294,2023,CR-V Hybrid Sport Touring,New,"$40,850",Still Night Pearl,Blk Lth,All-wheel Drive,Hybrid,electronic continuously variable,4 Cylinder Engine,MI,0
1456310,2023,CR-V Hybrid Sport Touring,New,"$40,240",Radiant Red Metallic,Black,All-wheel Drive,Hybrid,eCVT,4 Cylinder Engine,MI,10
8879252,2023,CR-V Hybrid Sport Touring,New,"$40,240",Gray,Blk Lth,All-wheel Drive,Hybrid,eCVT,4 Cylinder Engine,MI,0
644499,2022,Accord Sport 1.5T,New,"$29,720",Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,MI,8
3592776,2022,Accord Sport 1.5T,New,"$30,470",Platinum White Pearl,Black,FWD,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,OH,3
6738890,2022,Accord Sport 1.5T,New,"$30,470",Platinum White Pearl,Black,FWD,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,OH,2
8704686,2022,Pilot Touring 7-Passenger,New,"$48,465",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,OH,9
7269257,2023,CR-V Hybrid Sport Touring,New,"$40,240",Platinum White Pearl,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,OH,10
2495839,2022,Accord Sport 1.5T,New,"$30,669",Still Night Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,WV,533
7574197,2022,Accord Sport SE,New,"$32,159",Still Night Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,WV,10
7196508,2022,Accord Sport 2.0T,New,"$35,349",Sonic Gray Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WV,10
1959749,2022,Accord Sport 1.5T,New,"$30,470",White,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,PA,4
2263156,2023,Ridgeline RTL-E,New,"$48,005",Gray,Black,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,PA,4
3418427,2022,Ridgeline RTL-E,New,"$45,665",Modern Steel Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,FL,0
3407345,2023,Ridgeline RTL-E,New,"$46,420",Platinum White,Beige,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,FL,10
9060047,2022,Pilot Special Edition,New,"$44,205",Modern Steel Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,FL,6
2185079,2022,Pilot Sport,New,"$41,770",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,VA,2
1273238,2023,Ridgeline Black Edition,New,"$47,920",Platinum White Pearl,Black,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,VA,0
8605317,2022,Accord Sport 1.5T,New,"$28,652",Still Night Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,VA,3
8005748,2022,Accord Hybrid Sport,New,"$32,560",Still Night Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,MD,
9148215,2023,CR-V Hybrid Sport Touring,New,"$45,240",Platinum White,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,MD,
1824134,2023,CR-V Hybrid Sport,New,"$34,090",Urban Gray Pearl,Black,Front-wheel Drive,Hybrid,Variable,Gas/Electric I-4 2.0 L/122,NC,0
3621162,2023,CR-V Hybrid Sport,New,"$34,090",Platinum White Pearl,Black,Front-wheel Drive,Hybrid,Variable,Gas/Electric I-4 2.0 L/122,NC,0
3363974,2023,CR-V EX-L,New,"$35,005",Gold,Gray,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,FL,10
9690692,2023,Odyssey EX-L,New,"$42,360",Pacific Pewter Metallic,Mocha,FWD,Gasoline,Automatic,3.5L V6 24V GDI SOHC,PA,0
9334446,2023,Ridgeline RTL,New,"$43,075",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,DE,0
3659770,2022,Accord Sport 1.5T,New,"$30,075",Lunar Silver Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,NJ,11
5685910,2022,Ridgeline Black Edition,New,"$47,260",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,NY,7435
5247209,2023,CR-V Hybrid Sport,New,"$35,745",Lunar Silver Metallic,Black,AWD,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,CT,15
4167756,2023,CR-V Hybrid Sport Touring,New,"$40,240",Platinum White Pearl,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,CT,14
4963737,2023,HR-V Sport,New,"$28,790",Urban Gray Pearl,Black,All-wheel Drive,Gasoline,continuously variable (m cvt),4 Cylinder Engine,MA,6
4728920,2022,HR-V Sport,New,"$26,545",Gray,NH-797M/BLACK,All-wheel Drive,Gasoline,continuously variable w/sport mode,4 Cylinder Engine,MA,0
9474059,2022,Accord Sport 2.0T,New,"$35,150",Platinum,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,NH,5
3231795,2022,Pilot Touring 7-Passenger,New,"$48,465",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,MA,12
6263778,2022,Pilot Sport,New,"$41,375",Crystal Black Pearl,Black,AWD,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,CA,0
3312428,2022,Pilot EX-L,New,"$40,500",Platinum White Pearl,Beige,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,CA,5
1263731,2022,Accord Hybrid Sport,New,"$32,560",Sonic Blue,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,CA,2
5436571,2022,Pilot Sport,New,"$39,038",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,AZ,11
578634,2023,CR-V EX-L,New,"$36,900",Still Night Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,AZ,11
3702722,2022,Passport TrailSport,New,"$45,276",Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,NM,35
3552288,2022,Pilot Sport,New,"$41,375",Obsidian Blue Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,CO,3
4590682,2022,Passport Elite,New,"$44,998",Obsidian Blue Pearl,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,WA,11
2792378,2022,Passport EX-L,New,"$38,505",Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,WA,2812
4324116,2022,Pilot Special Edition,New,"$44,600",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,WA,6
849465,2022,Pilot Touring 8-Passenger,New,"$48,859",Platinum White Pearl,Beige,All-wheel Drive,Gasoline,9-SPEED A/T,V6 Cylinder Engine,OK,4
7008366,2022,Accord Hybrid Touring,New,"$39,079",Platinum White Pearl,Ivory,Front-wheel Drive,Hybrid,electronic continuously variable,4 Cylinder Engine,OK,5
5143538,2023,Odyssey Elite,New,"$50,764",Lunar Silver Metallic,Gray,Front-wheel Drive,Gasoline,10-SPEED A/T,V6 Cylinder Engine,OK,0
9538986,2022,Civic EX,New,"$27,039",Platinum White Pearl,Gray,Front-wheel Drive,Gasoline,continuously variable (ll cvt),4 Cylinder Engine,OK,1
539065,2023,HR-V Sport,New,"$28,789",Platinum White Pearl,Black,All-wheel Drive,Gasoline,continuously variable (m cvt),4 Cylinder Engine,OK,0
1220179,2022,Passport Elite,New,"$47,225",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,TX,10
5161517,2023,CR-V Hybrid Sport Touring,New,"$39,845",Meteorite Gray Metallic,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,TX,2
4870826,2023,HR-V EX-L,New,"$29,650",Platinum White Pearl,Gray,Front-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC,TX,5
1798375,2022,Pilot Sport,New,"$39,375",Black,Black,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,MO,200
8934674,2022,Pilot Sport,New,"$41,375",Black,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,MO,25
1784362,2022,Pilot Touring 7-Passenger,New,"$46,860",Platinum White Pearl,Black,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,TX,10
3323160,2022,Accord Hybrid Sport,New,"$32,560",Sonic Gray Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,MN,0
707775,2022,Accord Hybrid Sport,New,"$32,560",Sonic Gray Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,MN,0
9630014,2022,Pilot TrailSport,New,"$46,500",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,IA,11
9377076,2022,Accord Sport SE,New,"$33,955",Still Night Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,LA,2
1503684,2022,Pilot Sport,New,"$40,270",Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,MO,
8210708,2022,Pilot Sport,New,"$40,770",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,IA,2
1748043,2022,Pilot TrailSport,New,"$46,500",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,IA,2
2819547,2022,Pilot EX-L,New,"$43,605",Modern Steel Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,IA,2
7125537,2022,Accord Hybrid Sport,New,"$34,555",Platinum White Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,LA,12
5965987,2022,HR-V EX,New,"$28,190",Platinum White Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,IL,
7628689,2022,Pilot TrailSport,New,"$46,500",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,LA,11
9399094,2023,CR-V EX-L,New,"$36,900",Platinum White Pearl,Gray,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,KY,5
6383921,2022,Accord Sport 2.0T,New,"$33,032",Sonic Gray Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,LA,
3125861,2022,Accord Sport 1.5T,New,"$30,470",Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,IL,5
1846984,2022,Pilot EX-L,New,"$43,000",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,IL,12
4553395,2023,CR-V EX-L,New,"$36,505",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,IL,6
3213724,2023,CR-V Hybrid Sport Touring,New,"$40,240",Urban Gray Pearl,Black,All-wheel Drive,Hybrid,1-Speed Automatic,2.0L I4 16V GDI DOHC Hybrid,IL,10
491692,2023,Odyssey Sport,New,"$43,050",Radiant Red Metallic II,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,IL,10
5440717,2023,CR-V Hybrid Sport Touring,New,"$40,240",Platinum,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,KY,
840560,2022,Pilot TrailSport,New,"$46,105",Black,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,KY,
7978802,2022,Accord Hybrid Touring,New,"$38,685",Crystal Black Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,TN,2
7004492,2023,HR-V EX-L,New,"$29,145",Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,TN,2
3322051,2022,Pilot Sport,New,"$41,770",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,TN,21
273522,2023,Ridgeline RTL,New,"$43,075",Silver Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,KY,1
5061210,2023,CR-V EX-L,New,"$35,400",Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,TN,10
287629,2023,CR-V Hybrid Sport,New,"$35,590",Radiant Red Metallic,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,IN,3
3189083,2022,Accord Sport 2.0T,New,"$35,150",Sonic Gray Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,IN,3
5824091,2023,CR-V EX-L,New,"$37,450",Platinum White,Gray,All-wheel Drive,Gasoline,NOT SPECIFIED,1.5L I4 16V GDI DOHC Turbo,OH,
7015534,2023,HR-V Sport,New,"$29,150",Platinum,Black,All-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,OH,
3780604,2023,CR-V EX,New,"$34,860",Gray,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,OH,
5386567,2022,Accord Hybrid Sport,New,"$32,560",Platinum White Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,GA,20
298371,2023,CR-V Hybrid Sport Touring,New,"$40,809",Gray,Black,All-wheel Drive,Hybrid,,2.0L I4 16V GDI DOHC Hybrid,MI,4
3005850,2022,Ridgeline RTL-E,New,"$45,760",Pacific Pewter Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,GA,23
1541378,2023,CR-V Hybrid Sport Touring,New,"$40,850",Radiant Red Metallic,Blk Lth,All-wheel Drive,Hybrid,electronic continuously variable,4 Cylinder Engine,MI,0
6980900,2023,Ridgeline RTL,New,"$43,075",Modern Steel Metallic,Blk Lth,All-wheel Drive,Gasoline,9-Speed Automatic,V6 Cylinder Engine,MI,0
7630348,2023,CR-V EX,New,"$33,855",Black,Gry Clth,All-wheel Drive,Gasoline,CVT,4 Cylinder Engine,MI,0
922201,2022,Accord Hybrid Sport,New,"$32,560",Still Night Pearl,Black,Front-wheel Drive,Hybrid,Variable,Gas/Electric I-4 2.0 L/122,GA,0
8361926,2022,Accord Hybrid Sport,New,"$32,560",Still Night Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,GA,2
2224533,2022,Accord Hybrid Sport,New,"$33,463",Silver,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,GA,7
274831,2023,CR-V EX-L,New,"$36,900",Still Night,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,OH,168
488419,2022,Pilot Touring 7-Passenger,New,"$48,860",Platinum White,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,OH,13
8182966,2022,Pilot TrailSport,New,"$46,105",Crystal,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,NC,4
9819906,2023,CR-V EX-L,New,"$36,900",White,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,PA,4
9186788,2022,Accord Hybrid Sport,New,"$32,560",Platinum White Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,FL,0
694559,2022,Pilot Sport,New,"$41,375",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,FL,10
4707030,2023,Ridgeline RTL-E,New,"$47,895",Lunar Silver Metallic,Black,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,FL,5
5224037,2023,CR-V EX-L,New,"$36,505",Meteorite Gray Metallic,Gray,AWD,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,NC,2
9929109,2022,Passport TrailSport,New,"$48,709",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,NC,0
236328,2022,Passport TrailSport,New,"$43,258",Lunar Silver Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,VA,2381
1208352,2023,HR-V Sport,New,"$29,040",Platinum White Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,VA,3
4164654,2023,Ridgeline RTL-E,New,"$46,420",Radiant Red Metallic II,Black,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,PA,2
2616245,2022,Pilot TrailSport,New,"$46,105",Crystal Black,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,VA,4
8128726,2023,Ridgeline Black Edition,New,"$48,985",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,DE,5
4157332,2023,CR-V Hybrid Sport Touring,New,"$40,240",Radiant Red Metallic,Black,All-wheel Drive,Hybrid,,2.0L I4 16V GDI DOHC Hybrid,NJ,5
2468341,2022,Accord Sport,New,"$35,150",Sonic Gray Pearl,Black,Front-wheel Drive,Gasoline,Automatic,Intercooled Turbo Regular Unleaded I-4 2.0 L/122,NJ,4
7730157,2023,CR-V Hybrid Sport Touring,New,"$40,240",Urban Gray Pearl,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,NJ,11
3050641,2023,CR-V Hybrid Sport Touring,New,"$39,845",Lunar Silver Metallic,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,NY,81
1168685,2022,CR-V EX,New,"$31,635",Lunar Silver,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,CT,3
300127,2022,HR-V Sport,New,"$26,545",Milano Red,Black,All-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,CT,5
2334052,2023,CR-V Hybrid Sport Touring,New,"$39,845",Lunar Silver Metallic,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,CT,
2436253,2022,Accord Sport 2.0T,New,"$34,755",Lunar Silver Metallic,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,MA,2
7870454,2023,CR-V Hybrid Sport Touring,New,"$40,240",Gray,NH-912P/BLACK,All-wheel Drive,Hybrid,electronic continuously variable,4 Cylinder Engine,MA,6
2710532,2022,Pilot Special Edition,New,"$44,600",Steel Sapphire Metallic,Gray,All-wheel Drive,Gasoline,9-SPEED A/T,V6 Cylinder Engine,MA,21
186648,2022,CR-V EX,New,"$32,030",Gray,NH-877P/BLACK,All-wheel Drive,Gasoline,continuously variable w/sport mode,4 Cylinder Engine,MA,97
4347719,2023,Odyssey Elite,New,"$51,160",Gray,Gray,Front-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,CA,20
300335,2022,Pilot EX-L,New,"$42,000",Platinum White,Black,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,CA,2
4238297,2023,HR-V Sport,New,"$27,540",Pearl,Black,FWD,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,CA,
8303213,2022,Accord Sport 1.5T,New,"$30,075",Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,CA,5
9370476,2023,CR-V EX-L,New,"$42,895",Radiant Red Metallic,Gray,All-wheel Drive,Gasoline,CVT,4 Cylinder Engine,CA,2
2464490,2022,Accord Hybrid Sport,New,"$32,560",Sonic Gray Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,CA,14
7483507,2023,CR-V Hybrid Sport,New,"$34,245",Meteorite Gray Metallic,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,CA,10
888074,2022,Pilot Sport,New,"$39,299",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,WA,5
5599139,2023,Odyssey Elite,New,"$50,915",Modern Steel Metallic,Gray,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,KS,2
6780264,2022,Pilot Elite,New,"$51,664",Modern Steel Metallic,Black,All-wheel Drive,Gasoline,9-SPEED A/T,V6 Cylinder Engine,OK,4
1194726,2022,Pilot Touring 7-Passenger,New,Not Priced,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,TX,4
7135762,2023,HR-V EX-L,New,"$29,540",Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC,TX,5
6255061,2023,CR-V EX,New,"$34,241",Radiant Red Metallic,Gray,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,TX,10
9409359,2023,Ridgeline RTL-E,New,"$48,925",Modern Steel Metallic,Black,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,KS,5
4211881,2022,Pilot Sport,New,"$41,375",Black,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,MO,2
